Bitcoin,,,,SP500,,,Bitcoin,,NVDA ,,Gold Spot,,,Gold,,,,,
Date,Adjusted close price,Log Daily Returns,,,Adjusted close price,Log Daily Returns,Adjusted close price,Log Daily Returns,Adjusted Close Price,Log Daily Returns,Adjusted Close Price,Log Daily Returns,,,4/29/2013,"1,469.60",,work cited,https://finance.yahoo.com/
9/16/2017,"3,625.04",-0.00343681,,9/10/2019,"2,979.39",0.00032226553,"10,115.98",,183.179993,0.01473845999,1495.9,-0.007923602397,,1495.9,9/18/2017,1316.45,1495.9,,
9/17/2017,"3,582.88",-0.01169838,,9/11/2019,"3,000.93",0.00720365905,"10,178.37",,184.330002,0.006258402597,1491.3,-0.003079809612,,1491.3,9/19/2017,1306.29,1491.3,,
9/18/2017,"4,065.20",0.12629600,,9/12/2019,"3,009.57",0.00287497078,"10,410.13",,184.270004,-0.0003255453041,1502.5,0.007482164641,,1502.5,9/20/2017,1311.31,1502.5,,
9/19/2017,"3,924.97",-0.03510423,,9/13/2019,"3,007.39",-0.00072461844,"10,360.55",,181.940002,-0.01272512167,1503.16,0.000439171437,,1503.16,9/21/2017,1298.75,1503.16,,
9/20/2017,"3,905.95",-0.00485768,,9/16/2019,"2,997.96",-0.00314053561,"10,276.79",,180.210007,-0.009554097013,1508.83,0.003764957186,,1508.83,9/22/2017,1295.21,1508.83,,
9/21/2017,"3,631.04",-0.07298192,,9/17/2019,"3,005.70",0.00257842859,"10,241.27",,181.070007,0.004760859118,1497.28,-0.007684387355,,1497.28,9/23/2017,,1497.28,,
9/22/2017,"3,630.70",-0.00009364,,9/18/2019,"3,006.73",0.00034262353,"10,198.25",,179.979996,-0.006038024111,1500.38,0.002068280662,,1500.38,9/24/2017,,1500.38,,
9/23/2017,"3,792.40",0.04357360,,9/19/2019,"3,006.79",0.00001995503,"10,266.41",,176.940002,-0.01703500802,1494.73,-0.003772820833,,1494.73,9/25/2017,1290.96,1494.73,,
9/24/2017,"3,682.84",-0.02931487,,9/20/2019,"2,992.07",-0.00490760896,"10,181.64",,172.690002,-0.02431261218,1503.05,0.005550788492,,1503.05,9/26/2017,1310.4,1503.05,,
9/25/2017,"3,926.07",0.06395473,,9/23/2019,"2,991.78",-0.00009692756,"9,729.32",,174.839996,0.01237315594,1518.06,0.009936826867,,1518.06,9/27/2017,1292.86,1518.06,,
9/26/2017,"3,892.35",-0.00862584,,9/24/2019,"2,966.60",-0.00845201209,"8,620.57",,172.529999,-0.01330011852,1520.52,0.001619177733,,1520.52,9/28/2017,1281.46,1520.52,,
9/27/2017,"4,200.67",0.07623095,,9/25/2019,"2,984.87",0.00613967890,"8,486.99",,178.229996,0.0325037,1530.99,0.006862203359,,1530.99,9/29/2017,1285.41,1530.99,,
9/28/2017,"4,174.73",-0.00619435,,9/26/2019,"2,977.62",-0.00243187111,"8,118.97",,177.339996,-0.005006057197,1507.25,-0.01562778659,,1507.25,9/30/2017,,1507.25,,
9/29/2017,"4,163.07",-0.00279690,,9/27/2019,"2,961.79",-0.00533050841,"8,251.85",,171.759995,-0.03197064694,1504.18,-0.00203889917,,1504.18,10/1/2017,,1504.18,,
9/30/2017,"4,338.71",0.04132429,,9/30/2019,"2,976.74",0.00503492668,"8,293.87",,174.070007,0.01335943292,1494.68,-0.006335762109,,1494.68,10/2/2017,1275.2,1494.68,,
10/1/2017,"4,403.74",0.01487711,,10/1/2019,"2,940.25",-0.01233413023,"8,343.28",,174,-0.0004022581638,,,,,10/3/2017,1269.25,,,
10/2/2017,"4,409.32",0.00126630,,10/2/2019,"2,887.61",-0.01806544139,"8,393.04",,173.039993,-0.005532558023,,,,,10/4/2017,1273.8,,,
10/3/2017,"4,317.48",-0.02104858,,10/3/2019,"2,910.63",0.00794038224,"8,259.99",,181.309998,0.04668552122,,,,,10/5/2017,1275.65,,,
10/4/2017,"4,229.36",-0.02062122,,10/4/2019,"2,952.01",0.01411674167,"8,205.94",,181.970001,0.003633581414,,,,,10/6/2017,1266.64,,,
10/5/2017,"4,328.41",0.02314959,,10/7/2019,"2,938.79",-0.00448836226,"8,245.62",,184.330002,0.01288579654,,,,,10/7/2017,,,,
10/6/2017,"4,370.81",0.00974808,,10/8/2019,"2,893.06",-0.01568316651,"8,228.78",,177.229996,-0.03927933886,,,,,10/8/2017,,,,
10/7/2017,"4,426.89",0.01274896,,10/9/2019,"2,919.40",0.00906335022,"8,595.74",,180.710007,0.01944527365,,,,,10/9/2017,1282.16,,,
10/8/2017,"4,610.48",0.04063467,,10/10/2019,"2,938.13",0.00639520885,"8,586.47",,183.029999,0.01275649322,,,,,10/10/2017,1286.47,,,
10/9/2017,"4,772.02",0.03443772,,10/11/2019,"2,970.27",0.01087953321,"8,321.76",,185.990005,0.01604286734,,,,,10/11/2017,1287.7,,,
10/10/2017,"4,781.99",0.00208708,,10/14/2019,"2,966.15",-0.00138804217,"8,374.69",,186.529999,0.002899142985,,,,,10/12/2017,1293.91,,,
10/11/2017,"4,826.48",0.00926065,,10/15/2019,"2,995.68",0.00990643527,"8,205.37",,196.369995,0.0514085306,,,,,10/13/2017,1294.16,,,
10/12/2017,"5,446.91",0.12093105,,10/16/2019,"2,989.69",-0.00200154777,"8,047.53",,194.210007,-0.01106052542,,,,,10/14/2017,,,,
10/13/2017,"5,647.21",0.03611314,,10/17/2019,"2,997.95",0.00275901866,"8,103.91",,194.289993,0.0004117683456,,,,,10/15/2017,,,,
10/14/2017,"5,831.79",0.03216237,,10/18/2019,"2,986.20",-0.00392704565,"7,973.21",,190.490005,-0.01975212623,,,,,10/16/2017,1302.39,,,
10/15/2017,"5,678.19",-0.02669147,,10/21/2019,"3,006.72",0.00684810750,"8,243.72",,196.009995,0.02856592683,,,,,10/17/2017,1293.33,,,
10/16/2017,"5,725.59",0.00831308,,10/22/2019,"2,995.99",-0.00357505574,"8,078.20",,195.610001,-0.002042766678,,,,,10/18/2017,1284.9,,,
10/17/2017,"5,605.51",-0.02119556,,10/23/2019,"3,004.52",0.00284309359,"7,514.67",,195.089996,-0.002661916105,,,,,10/19/2017,1283.01,,,
10/18/2017,"5,590.69",-0.00264733,,10/24/2019,"3,010.29",0.00191859818,"7,493.49",,196.860001,0.009031851235,,,,,10/20/2017,1287.88,,,
10/19/2017,"5,708.52",0.02085708,,10/25/2019,"3,022.55",0.00406442633,"8,660.70",,204.539993,0.03827069987,,,,,10/21/2017,,,,
10/20/2017,"6,011.45",0.05170619,,10/28/2019,"3,039.42",0.00556586177,"9,256.15",,206.789993,0.01094023056,,,,,10/22/2017,,,,
10/21/2017,"6,031.60",0.00334633,,10/29/2019,"3,036.89",-0.00083274229,"9,427.69",,202.919998,-0.01889194887,,,,,10/23/2017,1274.37,,,
10/22/2017,"6,008.42",-0.00385050,,10/30/2019,"3,046.77",0.00324804762,"9,205.73",,203,0.0003941761994,,,,,10/24/2017,1280.2,,,
10/23/2017,"5,930.32",-0.01308364,,10/31/2019,"3,037.56",-0.00302745151,"9,199.58",,201.020004,-0.009801553547,,,,,10/25/2017,1274.18,,,
10/24/2017,"5,526.64",-0.07049814,,11/1/2019,"3,066.91",0.00961597851,"9,261.10",,202.589996,0.007779787015,,,,,10/26/2017,1279.5,,,
10/25/2017,"5,750.80",0.03975894,,,,,,,,,,,,,10/27/2017,1265.59,,,
10/26/2017,"5,904.83",0.02643168,,,,,,,,,,,,,10/28/2017,,,,
10/27/2017,"5,780.90",-0.02121128,,,,,,,,,,,,,10/29/2017,,,,
10/28/2017,"5,753.09",-0.00482228,,,,,,,,,,,,,10/30/2017,1270.19,,,
10/29/2017,"6,153.85",0.06734080,,,,,,,,,,,,,10/31/2017,1274.7,,,
10/30/2017,"6,130.53",-0.00379670,,,,,,,,,,,,,11/1/2017,1273.21,,,
10/31/2017,"6,468.40",0.05364758,,,,,,,,,,,,,11/2/2017,1277.96,,,
11/1/2017,"6,767.31",0.04517488,,,,,,,,,,,,,11/3/2017,1275.31,,,
11/2/2017,"7,078.50",0.04495835,,,,,,,,,,,,,11/4/2017,,,,
11/3/2017,"7,207.76",0.01809620,,,,,,,,,,,,,11/5/2017,,,,
11/4/2017,"7,379.95",0.02360864,,,,,,,,,,,,,11/6/2017,1269.19,,,
11/5/2017,"7,407.41",0.00371399,,,,,,,,,,,,,11/7/2017,1279.16,,,
11/6/2017,"7,022.76",-0.05332455,,,,,,,,,,,,,11/8/2017,1276.58,,,
11/7/2017,"7,144.38",0.01716973,,,,,,,,,,,,,11/9/2017,1281.8,,,
11/8/2017,"7,459.69",0.04318782,,,,,,,,,,,,,11/10/2017,1284.01,,,
11/9/2017,"7,143.58",-0.04329981,,,,,,,,,,,,,11/11/2017,,,,
11/10/2017,"6,618.14",-0.07639969,,,,,,,,,,,,,11/12/2017,,,,
11/11/2017,"6,357.60",-0.04016342,,,,,,,,,,,,,11/13/2017,1274.77,,,
11/12/2017,"5,950.07",-0.06624796,,,,,,,,,,,,,11/14/2017,1275.11,,,
11/13/2017,"6,559.49",0.09750987,,,,,,,,,,,,,11/15/2017,1284.35,,,
11/14/2017,"6,635.75",0.01155884,,,,,,,,,,,,,11/16/2017,1276.61,,,
11/15/2017,"7,315.54",0.09752915,,,,,,,,,,,,,11/17/2017,1280.73,,,
11/16/2017,"7,871.69",0.07327193,,,,,,,,,,,,,11/18/2017,,,,
11/17/2017,"7,708.99",-0.02088560,,,,,,,,,,,,,11/19/2017,,,,
11/18/2017,"7,790.15",0.01047293,,,,,,,,,,,,,11/20/2017,1290.6,,,
11/19/2017,"8,036.49",0.03113231,,,,,,,,,,,,,11/21/2017,1277.66,,,
11/20/2017,"8,200.64",0.02021978,,,,,,,,,,,,,11/22/2017,1282.79,,,
11/21/2017,"8,071.26",-0.01590260,,,,,,,,,,,,,11/23/2017,1288.91,,,
11/22/2017,"8,253.55",0.02233381,,,,,,,,,,,,,11/24/2017,1289.98,,,
11/23/2017,"8,038.77",-0.02636732,,,,,,,,,,,,,11/25/2017,,,,
11/24/2017,"8,253.69",0.02638429,,,,,,,,,,,,,11/26/2017,,,,
11/25/2017,"8,790.92",0.06305900,,,,,,,,,,,,,11/27/2017,1289.34,,,
11/26/2017,"9,330.55",0.05957459,,,,,,,,,,,,,11/28/2017,1292.71,,,
11/27/2017,"9,818.35",0.05095912,,,,,,,,,,,,,11/29/2017,1293.47,,,
11/28/2017,"10,058.80",0.02419479,,,,,,,,,,,,,11/30/2017,1282.14,,,
11/29/2017,"9,888.61",-0.01706428,,,,,,,,,,,,,12/1/2017,1274.11,,,
11/30/2017,"10,233.60",0.03429283,,,,,,,,,,,,,12/2/2017,,,,
12/1/2017,"10,975.60",0.06999820,,,,,,,,,,,,,12/3/2017,,,,
12/2/2017,"11,074.60",0.00897957,,,,,,,,,,,,,12/4/2017,1272.97,,,
12/3/2017,"11,323.20",0.02219952,,,,,,,,,,,,,12/5/2017,1274.06,,,
12/4/2017,"11,657.20",0.02907030,,,,,,,,,,,,,12/6/2017,1266.06,,,
12/5/2017,"11,916.70",0.02201676,,,,,,,,,,,,,12/7/2017,1261.14,,,
12/6/2017,"14,291.50",0.18172418,,,,,,,,,,,,,12/8/2017,1246.91,,,
12/7/2017,"17,899.70",0.22511900,,,,,,,,,,,,,12/9/2017,,,,
12/8/2017,"16,569.40",-0.07722633,,,,,,,,,,,,,12/10/2017,,,,
12/9/2017,"15,178.20",-0.08769743,,,,,,,,,,,,,12/11/2017,1247.1,,,
12/10/2017,"15,455.40",0.01809827,,,,,,,,,,,,,12/12/2017,1242.81,,,
12/11/2017,"16,936.80",0.09153031,,,,,,,,,,,,,12/13/2017,1241.57,,,
12/12/2017,"17,415.40",0.02786610,,,,,,,,,,,,,12/14/2017,1256.11,,,
12/13/2017,"16,408.20",-0.05957366,,,,,,,,,,,,,12/15/2017,1254.59,,,
12/14/2017,"16,564.00",0.00945046,,,,,,,,,,,,,12/16/2017,,,,
12/15/2017,"17,706.90",0.06672273,,,,,,,,,,,,,12/17/2017,,,,
12/16/2017,"19,497.40",0.09632673,,,,,,,,,,,,,12/18/2017,1254.54,,,
12/17/2017,"19,140.80",-0.01845894,,,,,,,,,,,,,12/19/2017,1262.07,,,
12/18/2017,"19,114.20",-0.00139067,,,,,,,,,,,,,12/20/2017,1261.7,,,
12/19/2017,"17,776.70",-0.07254290,,,,,,,,,,,,,12/21/2017,1265.1,,,
12/20/2017,"16,624.60",-0.06700508,,,,,,,,,,,,,12/22/2017,1265.5,,,
12/21/2017,"15,802.90",-0.05069006,,,,,,,,,,,,,12/23/2017,,,,
12/22/2017,"13,831.80",-0.13322318,,,,,,,,,,,,,12/24/2017,,,,
12/23/2017,"14,699.20",0.06082278,,,,,,,,,,,,,12/25/2017,,,,
12/24/2017,"13,925.80",-0.05404984,,,,,,,,,,,,,12/26/2017,1276.31,,,
12/25/2017,"14,026.60",0.00721229,,,,,,,,,,,,,12/27/2017,1283.08,,,
12/26/2017,"16,099.80",0.13785132,,,,,,,,,,,,,12/28/2017,1290.48,,,
12/27/2017,"15,838.50",-0.01636316,,,,,,,,,,,,,12/29/2017,1293.5,,,
12/28/2017,"14,606.50",-0.08097705,,,,,,,,,,,,,12/30/2017,,,,
12/29/2017,"14,656.20",0.00339682,,,,,,,,,,,,,12/31/2017,,,,
12/30/2017,"12,952.20",-0.12359780,,,,,,,,,,,,,1/1/2018,,,,
12/31/2017,"14,156.40",0.08890116,,,,,,,,,,,,,1/2/2018,1307.73,,,
1/1/2018,"13,657.20",-0.03589996,,,,,,,,,,,,,1/3/2018,1317.81,,,
1/2/2018,"14,982.10",0.09258930,,,,,,,,,,,,,1/4/2018,1310.5,,,
1/3/2018,"15,201.00",0.01450506,,,,,,,,,,,,,1/5/2018,1320.38,,,
1/4/2018,"15,599.20",0.02585842,,,,,,,,,,,,,1/6/2018,,,,
1/5/2018,"17,429.50",0.11094454,,,,,,,,,,,,,1/7/2018,,,,
1/6/2018,"17,527.00",0.00557838,,,,,,,,,,,,,1/8/2018,1318.36,,,
1/7/2018,"16,477.60",-0.06174067,,,,,,,,,,,,,1/9/2018,1318.08,,,
1/8/2018,"15,170.10",-0.08267550,,,,,,,,,,,,,1/10/2018,1311.5,,,
1/9/2018,"14,595.40",-0.03861997,,,,,,,,,,,,,1/11/2018,1317.46,,,
1/10/2018,"14,973.30",0.02556220,,,,,,,,,,,,,1/12/2018,1326.96,,,
1/11/2018,"13,405.80",-0.11058117,,,,,,,,,,,,,1/13/2018,,,,
1/12/2018,"13,980.60",0.04198321,,,,,,,,,,,,,1/14/2018,,,,
1/13/2018,"14,360.20",0.02678984,,,,,,,,,,,,,1/15/2018,1341.49,,,
1/14/2018,"13,772.00",-0.04182295,,,,,,,,,,,,,1/16/2018,1338.7,,,
1/15/2018,"13,819.80",0.00346480,,,,,,,,,,,,,1/17/2018,1341.14,,,
1/16/2018,"11,490.50",-0.18458174,,,,,,,,,,,,,1/18/2018,1325.76,,,
1/17/2018,"11,188.60",-0.02662520,,,,,,,,,,,,,1/19/2018,1334.72,,,
1/18/2018,"11,474.90",0.02526664,,,,,,,,,,,,,1/20/2018,,,,
1/19/2018,"11,607.40",0.01148078,,,,,,,,,,,,,1/21/2018,,,,
1/20/2018,"12,899.20",0.10552247,,,,,,,,,,,,,1/22/2018,1331.96,,,
1/21/2018,"11,600.10",-0.10615158,,,,,,,,,,,,,1/23/2018,1334.55,,,
1/22/2018,"10,931.40",-0.05937434,,,,,,,,,,,,,1/24/2018,1344.51,,,
1/23/2018,"10,868.40",-0.00577989,,,,,,,,,,,,,1/25/2018,1362.24,,,
1/24/2018,"11,359.40",0.04418610,,,,,,,,,,,,,1/26/2018,1352.71,,,
1/25/2018,"11,259.40",-0.00884226,,,,,,,,,,,,,1/27/2018,,,,
1/26/2018,"11,171.40",-0.00784639,,,,,,,,,,,,,1/28/2018,,,,
1/27/2018,"11,440.70",0.02382023,,,,,,,,,,,,,1/29/2018,1348.45,,,
1/28/2018,"11,786.30",0.02976067,,,,,,,,,,,,,1/30/2018,1338.45,,,
1/29/2018,"11,296.40",-0.04245375,,,,,,,,,,,,,1/31/2018,1341.63,,,
1/30/2018,"10,106.30",-0.11132510,,,,,,,,,,,,,2/1/2018,1343.37,,,
1/31/2018,"10,221.10",0.01129522,,,,,,,,,,,,,2/2/2018,1346.45,,,
2/1/2018,"9,170.54",-0.10845804,,,,,,,,,,,,,2/3/2018,,,,
2/2/2018,"8,830.75",-0.03775622,,,,,,,,,,,,,2/4/2018,,,,
2/3/2018,"9,174.91",0.03823264,,,,,,,,,,,,,2/5/2018,1332.48,,,
2/4/2018,"8,277.01",-0.10299079,,,,,,,,,,,,,2/6/2018,1342.24,,,
2/5/2018,"6,955.27",-0.17398215,,,,,,,,,,,,,2/7/2018,1328.3,,,
2/6/2018,"7,754.00",0.10870919,,,,,,,,,,,,,2/8/2018,1315.74,,,
2/7/2018,"7,621.30",-0.01726188,,,,,,,,,,,,,2/9/2018,1319.62,,,
2/8/2018,"8,265.59",0.08115416,,,,,,,,,,,,,2/10/2018,,,,
2/9/2018,"8,736.98",0.05546348,,,,,,,,,,,,,2/11/2018,,,,
2/10/2018,"8,621.90",-0.01325911,,,,,,,,,,,,,2/12/2018,1322.94,,,
2/11/2018,"8,129.97",-0.05874824,,,,,,,,,,,,,2/13/2018,1325.76,,,
2/12/2018,"8,926.57",0.09347499,,,,,,,,,,,,,2/14/2018,1334.13,,,
2/13/2018,"8,598.31",-0.03746655,,,,,,,,,,,,,2/15/2018,1354.16,,,
2/14/2018,"9,494.63",0.09916070,,,,,,,,,,,,,2/16/2018,1357.3,,,
2/15/2018,"10,166.40",0.06836179,,,,,,,,,,,,,2/17/2018,,,,
2/16/2018,"10,233.90",0.00661757,,,,,,,,,,,,,2/18/2018,,,,
2/17/2018,"11,112.70",0.08238286,,,,,,,,,,,,,2/19/2018,1347.79,,,
2/18/2018,"10,551.80",-0.05179214,,,,,,,,,,,,,2/20/2018,1343.81,,,
2/19/2018,"11,225.30",0.06187370,,,,,,,,,,,,,2/21/2018,1327.01,,,
2/20/2018,"11,403.70",0.01576770,,,,,,,,,,,,,2/22/2018,1324.15,,,
2/21/2018,"10,690.40",-0.06459172,,,,,,,,,,,,,2/23/2018,1329.06,,,
2/22/2018,"10,005.00",-0.06626117,,,,,,,,,,,,,2/24/2018,,,,
2/23/2018,"10,301.10",0.02916572,,,,,,,,,,,,,2/25/2018,,,,
2/24/2018,"9,813.07",-0.04853552,,,,,,,,,,,,,2/26/2018,1337.24,,,
2/25/2018,"9,664.73",-0.01523199,,,,,,,,,,,,,2/27/2018,1333.49,,,
2/26/2018,"10,366.70",0.07011557,,,,,,,,,,,,,2/28/2018,1316.07,,,
2/27/2018,"10,725.60",0.03403466,,,,,,,,,,,,,3/1/2018,1315.4,,,
2/28/2018,"10,397.90",-0.03102954,,,,,,,,,,,,,3/2/2018,1315.94,,,
3/1/2018,"10,951.00",0.05182691,,,,,,,,,,,,,3/3/2018,,,,
3/2/2018,"11,086.40",0.01228836,,,,,,,,,,,,,3/4/2018,,,,
3/3/2018,"11,489.70",0.03573185,,,,,,,,,,,,,3/5/2018,1324.46,,,
3/4/2018,"11,512.60",0.00199111,,,,,,,,,,,,,3/6/2018,1320.99,,,
3/5/2018,"11,573.30",0.00525863,,,,,,,,,,,,,3/7/2018,1336.41,,,
3/6/2018,"10,779.90",-0.07101743,,,,,,,,,,,,,3/8/2018,1325.79,,,
3/7/2018,"9,965.57",-0.07854714,,,,,,,,,,,,,3/9/2018,1318.24,,,
3/8/2018,"9,395.01",-0.05895745,,,,,,,,,,,,,3/10/2018,,,,
3/9/2018,"9,337.55",-0.00613479,,,,,,,,,,,,,3/11/2018,,,,
3/10/2018,"8,866.00",-0.05182017,,,,,,,,,,,,,3/12/2018,1321.31,,,
3/11/2018,"9,578.63",0.07731084,,,,,,,,,,,,,3/13/2018,1322.56,,,
3/12/2018,"9,205.12",-0.03977472,,,,,,,,,,,,,3/14/2018,1326.51,,,
3/13/2018,"9,194.85",-0.00111631,,,,,,,,,,,,,3/15/2018,1324.46,,,
3/14/2018,"8,269.81",-0.10603201,,,,,,,,,,,,,3/16/2018,1315.99,,,
3/15/2018,"8,300.86",0.00374759,,,,,,,,,,,,,3/17/2018,,,,
3/16/2018,"8,338.35",0.00450623,,,,,,,,,,,,,3/18/2018,,,,
3/17/2018,"7,916.88",-0.05186817,,,,,,,,,,,,,3/19/2018,1310.5,,,
3/18/2018,"8,223.68",0.03802061,,,,,,,,,,,,,3/20/2018,1314.59,,,
3/19/2018,"8,630.65",0.04830202,,,,,,,,,,,,,3/21/2018,1314.28,,,
3/20/2018,"8,913.47",0.03224379,,,,,,,,,,,,,3/22/2018,1331.15,,,
3/21/2018,"8,929.28",0.00177215,,,,,,,,,,,,,3/23/2018,1340.26,,,
3/22/2018,"8,728.47",-0.02274567,,,,,,,,,,,,,3/24/2018,,,,
3/23/2018,"8,879.62",0.01716867,,,,,,,,,,,,,3/25/2018,,,,
3/24/2018,"8,668.12",-0.02410684,,,,,,,,,,,,,3/26/2018,1346.2,,,
3/25/2018,"8,495.78",-0.02008236,,,,,,,,,,,,,3/27/2018,1352.6,,,
3/26/2018,"8,209.40",-0.03428973,,,,,,,,,,,,,3/28/2018,1343.8,,,
3/27/2018,"7,833.04",-0.04692915,,,,,,,,,,,,,3/29/2018,1325.41,,,
3/28/2018,"7,954.48",0.01538461,,,,,,,,,,,,,3/30/2018,1321.5,,,
3/29/2018,"7,165.70",-0.10442954,,,,,,,,,,,,,3/31/2018,,,,
3/30/2018,"6,890.52",-0.03915920,,,,,,,,,,,,,4/1/2018,,,,
3/31/2018,"6,973.53",0.01197500,,,,,,,,,,,,,4/2/2018,1329.62,,,
4/1/2018,"6,844.23",-0.01871559,,,,,,,,,,,,,4/3/2018,1339.05,,,
4/2/2018,"7,083.80",0.03440453,,,,,,,,,,,,,4/4/2018,1341.51,,,
4/3/2018,"7,456.11",0.05122334,,,,,,,,,,,,,4/5/2018,1331.81,,,
4/4/2018,"6,853.84",-0.08422475,,,,,,,,,,,,,4/6/2018,1330.2,,,
4/5/2018,"6,811.47",-0.00620112,,,,,,,,,,,,,4/7/2018,,,,
4/6/2018,"6,636.32",-0.02605036,,,,,,,,,,,,,4/8/2018,,,,
4/7/2018,"6,911.09",0.04056977,,,,,,,,,,,,,4/9/2018,1330.51,,,
4/8/2018,"7,023.52",0.01613715,,,,,,,,,,,,,4/10/2018,1334.9,,,
4/9/2018,"6,770.73",-0.03665561,,,,,,,,,,,,,4/11/2018,1342.42,,,
4/10/2018,"6,834.76",0.00941245,,,,,,,,,,,,,4/12/2018,1350.5,,,
4/11/2018,"6,968.32",0.01935281,,,,,,,,,,,,,4/13/2018,1338.31,,,
4/12/2018,"7,889.25",0.12412691,,,,,,,,,,,,,4/14/2018,,,,
4/13/2018,"7,895.96",0.00085016,,,,,,,,,,,,,4/15/2018,,,,
4/14/2018,"7,986.24",0.01136882,,,,,,,,,,,,,4/16/2018,1345.51,,,
4/15/2018,"8,329.11",0.04203655,,,,,,,,,,,,,4/17/2018,1346.11,,,
4/16/2018,"8,058.67",-0.03300808,,,,,,,,,,,,,4/18/2018,1344.24,,,
4/17/2018,"7,902.09",-0.01962125,,,,,,,,,,,,,4/19/2018,1350.8,,,
4/18/2018,"8,163.42",0.03253592,,,,,,,,,,,,,4/20/2018,1342.81,,,
4/19/2018,"8,294.31",0.01590654,,,,,,,,,,,,,4/21/2018,,,,
4/20/2018,"8,845.83",0.06437642,,,,,,,,,,,,,4/22/2018,,,,
4/21/2018,"8,895.58",0.00560836,,,,,,,,,,,,,4/23/2018,1332.26,,,
4/22/2018,"8,802.46",-0.01052330,,,,,,,,,,,,,4/24/2018,1324.58,,,
4/23/2018,"8,930.88",0.01448371,,,,,,,,,,,,,4/25/2018,1328.7,,,
4/24/2018,"9,697.50",0.08235319,,,,,,,,,,,,,4/26/2018,1322.3,,,
4/25/2018,"8,845.74",-0.09193213,,,,,,,,,,,,,4/27/2018,1315.57,,,
4/26/2018,"9,281.51",0.04808826,,,,,,,,,,,,,4/28/2018,,,,
4/27/2018,"8,987.05",-0.03223960,,,,,,,,,,,,,4/29/2018,,,,
4/28/2018,"9,348.48",0.03942911,,,,,,,,,,,,,4/30/2018,1322.12,,,
4/29/2018,"9,419.08",0.00752366,,,,,,,,,,,,,5/1/2018,1313.38,,,
4/30/2018,"9,240.55",-0.01913601,,,,,,,,,,,,,5/2/2018,1307.9,,,
5/1/2018,"9,119.01",-0.01324016,,,,,,,,,,,,,5/3/2018,1307.81,,,
5/2/2018,"9,235.92",0.01273898,,,,,,,,,,,,,5/4/2018,1311.25,,,
5/3/2018,"9,743.86",0.05353711,,,,,,,,,,,,,5/5/2018,,,,
5/4/2018,"9,700.76",-0.00443311,,,,,,,,,,,,,5/6/2018,,,,
5/5/2018,"9,858.15",0.01609429,,,,,,,,,,,,,5/7/2018,1315.7,,,
5/6/2018,"9,654.80",-0.02084332,,,,,,,,,,,,,5/8/2018,1313.25,,,
5/7/2018,"9,373.01",-0.02962092,,,,,,,,,,,,,5/9/2018,1314.06,,,
5/8/2018,"9,234.82",-0.01485316,,,,,,,,,,,,,5/10/2018,1312.48,,,
5/9/2018,"9,325.18",0.00973715,,,,,,,,,,,,,5/11/2018,1320.72,,,
5/10/2018,"9,043.94",-0.03062335,,,,,,,,,,,,,5/12/2018,,,,
5/11/2018,"8,441.49",-0.06893609,,,,,,,,,,,,,5/13/2018,,,,
5/12/2018,"8,504.89",0.00748246,,,,,,,,,,,,,5/14/2018,1319.31,,,
5/13/2018,"8,723.94",0.02542968,,,,,,,,,,,,,5/15/2018,1311.91,,,
5/14/2018,"8,716.79",-0.00081992,,,,,,,,,,,,,5/16/2018,1293,,,
5/15/2018,"8,510.38",-0.02396446,,,,,,,,,,,,,5/17/2018,1290.53,,,
5/16/2018,"8,368.83",-0.01677251,,,,,,,,,,,,,5/18/2018,1288.1,,,
5/17/2018,"8,094.32",-0.03335151,,,,,,,,,,,,,5/19/2018,,,,
5/18/2018,"8,250.97",0.01916819,,,,,,,,,,,,,5/20/2018,,,,
5/19/2018,"8,247.18",-0.00045945,,,,,,,,,,,,,5/21/2018,1288.1,,,
5/20/2018,"8,513.25",0.03175245,,,,,,,,,,,,,5/22/2018,1291.28,,,
5/21/2018,"8,418.99",-0.01113390,,,,,,,,,,,,,5/23/2018,1291.04,,,
5/22/2018,"8,041.78",-0.04583942,,,,,,,,,,,,,5/24/2018,1294.14,,,
5/23/2018,"7,557.82",-0.06206766,,,,,,,,,,,,,5/25/2018,1302.59,,,
5/24/2018,"7,587.34",0.00389828,,,,,,,,,,,,,5/26/2018,,,,
5/25/2018,"7,480.14",-0.01422956,,,,,,,,,,,,,5/27/2018,,,,
5/26/2018,"7,355.88",-0.01675151,,,,,,,,,,,,,5/28/2018,1297.18,,,
5/27/2018,"7,368.22",0.00167616,,,,,,,,,,,,,5/29/2018,1301.61,,,
5/28/2018,"7,135.99",-0.03202516,,,,,,,,,,,,,5/30/2018,1299.6,,,
5/29/2018,"7,472.59",0.04609067,,,,,,,,,,,,,5/31/2018,1303.04,,,
5/30/2018,"7,406.52",-0.00888097,,,,,,,,,,,,,6/1/2018,1297.47,,,
5/31/2018,"7,494.17",0.01176469,,,,,,,,,,,,,6/2/2018,,,,
6/1/2018,"7,541.45",0.00628909,,,,,,,,,,,,,6/3/2018,,,,
6/2/2018,"7,643.45",0.01343460,,,,,,,,,,,,,6/4/2018,1291.18,,,
6/3/2018,"7,720.25",0.00999768,,,,,,,,,,,,,6/5/2018,1290.45,,,
6/4/2018,"7,514.47",-0.02701625,,,,,,,,,,,,,6/6/2018,1295.77,,,
6/5/2018,"7,633.76",0.01575002,,,,,,,,,,,,,6/7/2018,1295.7,,,
